"","baseMean","log2FoldChange","lfcSE","svalue"
"YOL104C",97.0379372938757,-1.70988518488589,0.227548087400526,2.47454680252812e-09
"YOL103W-B",70.6955493965675,-1.24148633949949,0.212566945198576,1.15835186745374e-05
"YOL103W",1656.90102024695,0.189879737265333,0.0600288932585329,0.484793507569236
"YOL102C",454.788852442382,-0.642301243436082,0.0706347013914121,0.00207456413023145
"YOL101C",183.022301563494,-1.93151666151594,0.105762050884897,0
"YOL100W",797.129464052239,-0.206636916667397,0.0682922063742012,0.457904674632016
"YOL099C",2.1615426041771,-0.240639666935461,0.511140468536718,0.146785346869749
"YOL098C",2181.98211107405,-0.111989284446271,0.0623346454885197,0.509141023651001
"snR58",7.66932940818903,-0.826113969958964,0.395754596044922,0.0263715114060771
"YOL097W-A",8.85620103484062,-0.248123520796434,0.394712658225328,0.165056191123539
"YOL097C",2641.01016411306,-0.139253731357517,0.160063003080678,0.341702381223391
"YOL096C",745.03737499429,-0.40469274266961,0.0594191170327785,0.284815726707466
"YOL095C",200.896354395615,0.404792109371309,0.108498257877651,0.200871424506285
"YOL094C",538.750576379808,-0.444538682220977,0.0647756982658194,0.196683710209306
"YOL093W",1014.06071660856,0.0752955662111955,0.0933803344752639,0.465646155510658
"YOL092W",1392.97571254196,0.346485947652545,0.0967516323597504,0.28205621903181
"YOL091W",118.525928734243,-0.111326203339425,0.103060955370299,0.438702858250283
"YOL090W",1442.09099964067,-0.00788162009966468,0.0965390916661253,0.483164464378172
"YOL089C",518.088830662062,0.371082135518131,0.0691155374618089,0.308986309924933
"YOL088C",619.630216064226,-0.39371522375326,0.0849484101502807,0.24943349123088
"YOL087C",1964.8338300698,0.900424013772849,0.0796135565986432,1.1207145973448e-08
"YOL086W-A",400.780590568693,0.487442921649277,0.0758679096819596,0.105392931959826
"YOL086C",70731.6119919128,0.984429757488347,0.129885038685921,5.04611899947246e-06
"YOL085W-A",80.3751638633641,0.557941626406956,0.216340632181545,0.0625066489847112
"YOL085C",17.3029162131379,1.16190439088251,0.407146108044176,0.00524531816662895
"YOL084W",653.14858180691,2.068768614959,0.157344071524869,1.20880831567198e-25
"YOL083W",195.980935635578,0.541828430325104,0.105987197192414,0.0512455636785069
"YOL082W",1636.48897156323,-0.700699133838924,0.0583969490998289,1.44835062047328e-05
"YOL081W",2319.91111891295,-0.640439186121319,0.09085549027786,0.0062126105097585
"YOL080C",222.124310585657,-0.8354177504813,0.174223778579735,0.00255658377376705
"YOL078W",823.598081396767,-0.243214678805104,0.0644905405016403,0.447980423768376
"YOL077W-A",729.085561432286,0.363571224828644,0.176655552410135,0.185059222540026
"YOL077C",1698.22524330718,-0.701961944789357,0.220546994532949,0.0215749028792021
"YOL076W",852.687984283911,-0.122806954164531,0.0866922157809271,0.459602530276492
"YOL075C",608.110014023901,-0.00653596445857966,0.0654448043099536,0.523963098809628
"YOL073C",592.846534925883,-0.59948485357838,0.0973954138486666,0.0178084396769765
"YOL072W",510.516916061401,-0.201810127384915,0.0963054475045363,0.403585566273393
"YOL071W",993.759276763297,-0.578635853931332,0.0591820465857477,0.0104391242002862
"YOL070C",2686.21113844261,-0.673928908520321,0.113779092611384,0.00653620471611154
"YOL069W",230.876879520864,0.370581339115724,0.104214426084635,0.248330496514927
"YOL068C",1130.47339340482,-0.281829568430826,0.0553578358095616,0.44610996439083
"YOL067C",722.622344088009,-0.312841686351137,0.0914834333792922,0.325358428472469
"YOL066C",1302.91547343887,-0.804906805676866,0.0404935778884914,7.58575368457006e-16
"YOL065C",470.950443045627,-0.745906699819157,0.0748471333376841,3.0136691783438e-05
"YOL064C",2366.44753264503,1.2200320381913,0.191160967251143,4.68667274388447e-06
"YOL063C",627.318658951984,0.17445041568116,0.0776207580952439,0.45495545748437
"YOL062C",1710.08548134398,0.38823039895594,0.093753309926246,0.242647259405725
"YOL061W",3237.89066955909,0.273211018969405,0.0742209006878974,0.40001978415681
"YOL060C",2575.9318764195,0.343268628720891,0.0411505268361733,0.440220221034368
"YOL059W",3566.9850129135,-0.001523735192781,0.0814580614198622,0.507193788741433
"YOL058W",6091.3655146538,3.83360689858639,0.247688006148367,8.29358718847619e-44
"YOL057W",1438.96918907899,0.142022678235199,0.070943652577848,0.481957509454941
"YOL056W",500.841331671181,-0.912374272481684,0.0726537457926189,2.63120898142623e-10
"YOL055C",514.930730640915,0.117372816065569,0.0697546287079141,0.493118207564338
"YOL054W",1737.27626656906,-0.514951117122257,0.0605975154593911,0.0641454627992883
"YOL053W",512.107440636867,-0.352799784206579,0.056705537022124,0.370079138078597
"YOL052C-A",1211.27543229798,0.693768009128072,0.141792382222162,0.00945748984523073
"YOL052C",1328.56200564156,-0.454053876059386,0.0535037318027156,0.196845174893204
"snR81",51.1025652234847,1.11276971434609,0.511430723929954,0.0128902224428733
"YOL051W",2924.42393854508,0.227219513598997,0.03526998015065,0.525127715081654
"YOL050C",14.5643941437212,-0.391072302972797,0.303412102197159,0.128699171774746
"YOL049W",1584.24788070517,-0.0816412226576355,0.0559668187596215,0.523085880932742
"YOL048C",496.053450430488,0.254722943451568,0.0949253754752882,0.369571396145607
"YOL047C",218.614353815031,-0.036871609425331,0.114609554208876,0.450616848631067
"YOL046C",6.85028121064954,-0.206500743049859,0.354295999618395,0.19216159551596
"YOL045W",1334.03217906058,-0.322402035177369,0.0812508976615396,0.337294341835738
"YOL044W",493.289202152603,-0.333958812321785,0.0751889726404076,0.339228548301562
"YOL043C",603.426652958944,-0.362679426785328,0.0738497512026024,0.308397162948556
"YOL042W",437.103904370442,-0.00622909272507751,0.0687253096040904,0.520360657395215
"YOL041C",2643.49322936174,-0.0923427845109757,0.118702735530229,0.423066634290489
"YOL040C",10505.2177277296,0.666580310824115,0.19569682995567,0.0245104544756813
"YOL039W",6334.35669997062,0.781316054195011,0.199284010204326,0.00832950727449752
"YOL038C-A",103.126232949521,-0.669384861581932,0.215138247210431,0.0284268454733284
"YOL038W",5541.91993408039,-0.845878232155453,0.078851267092922,2.965174314584e-07
"YOL037C",17.400834805974,-0.744606994934661,0.297263785153584,0.0264437155223797
"YOL036W",2238.86901821318,-0.471256153559503,0.0585425098857761,0.145205996462864
"YOL035C",19.9029772234788,-0.37969395480498,0.241320981785384,0.146152701552367
"snR50",12.820393754321,-0.520894876258818,0.303944407184915,0.0810005908867284
"YOL034W",860.324391363652,0.41541653963159,0.0658636929568785,0.252112525491288
"YOL033W",402.205520472436,-0.210645483888454,0.0880162823090929,0.414479433758356
"YOL032W",1038.48894268233,-1.82946136083265,0.100820799750412,0
"YOL031C",758.417811196569,-0.282075402910918,0.0746260798428539,0.390623290246643
"YOL030W",5177.94223609336,-0.281308848846401,0.076880528294103,0.385696456753263
"YOL029C",506.375658407841,-0.183589787386235,0.0664043691644275,0.473794529139613
"YOL028C",729.017892598076,0.185861069052825,0.0657835189560714,0.473883671029137
"YOL027C",4007.57068127785,0.346884957345994,0.10823404788546,0.266245885315186
"YOL026C",807.098329800921,-0.328548451620757,0.0760679777109346,0.341839432588943
"tS(GCU)O",1.84840782847924,3.32699962135632,1.49530456534897,0.0028414659412107
"YOL025W",271.802671891461,0.468698821987383,0.0928580206339708,0.126403137581007
"YOL024W",11.6074065405083,2.17804742011781,0.424972792952479,2.31053838492028e-06
"YOL023W",539.619191446238,-0.630266110544184,0.115576021518499,0.0142917097235714
"YOL022C",1233.83116149585,-0.795482508116341,0.157876366298412,0.00309725447113021
"YOL021C",2119.3987571576,0.311099358603928,0.0737790867735033,0.368553844413592
"YOL020W",1680.45846766468,0.602300809294626,0.110446508541997,0.0211168308489052
"YOL019W",2608.29520806036,0.0945436419974348,0.047588727814235,0.529302100126404
"YOL018C",1069.93039378192,-0.561557849705368,0.0752201675577749,0.0268058175534781
"YOL017W",700.328571617524,-0.753205432380033,0.140806475630181,0.00371949096336357
"YOL016C",2534.76845032853,-1.22485845510047,0.0555909668787669,0
"YOL015W",129.716562955487,-1.36011582363235,0.152105940407777,3.12363551297985e-10
"YOL014W",153.81007743462,-3.07118028492322,0.145830277170838,0
"YOL013W-B",1.76598676916743,0.32415049438902,0.539831902621665,0.12503457026529
"YOL013W-A",6.2213717000772,4.7930567123964,0.996144525364269,4.09350831671989e-07
"YOL013C",434.020210973838,0.204251587286405,0.0656706489666399,0.464171066771351
"YOL012C",917.967082084652,0.246407319584563,0.0573340338994336,0.461756604677187
"YOL011W",1813.34724931422,0.798090584473537,0.0669410761797212,2.29262020765937e-07
"YOL010W",1098.73288370992,0.530655958370058,0.145998453537216,0.0677207597792734
"YOL009C",290.584621967714,0.0869312712773948,0.07749211401466,0.489115851183535
"YOL008W",457.940408345713,-0.894844487363863,0.0719332031019735,8.08649260073393e-10
"YOL007C",1475.83679912157,-0.238526205604479,0.164530599378452,0.282363549615072
"YOL006C",3336.45983494884,0.510893530922906,0.0370831255873726,0.0605509602142633
"YOL005C",828.967447455083,-0.329313181700722,0.0860644044098834,0.319337758503004
"YOL004W",3414.60214879354,-0.285827785676364,0.0633923881667036,0.419726808973292
"YOL003C",325.663595487964,-0.29662282313626,0.0753393126034357,0.377109503083143
"YOL002C",993.467769894532,-0.421763134223771,0.136633700090049,0.154611060412927
"YOL001W",240.350934380321,0.202347556102358,0.101261721494212,0.391932188803689
"YOR001W",1236.95010053021,0.229309708815836,0.109123905884622,0.359910901885452
"YOR002W",957.277411858921,0.927059358526621,0.0496912350260065,6.492914271072e-20
"YOR003W",898.925922509824,0.447419432423501,0.135027097849405,0.13254045018602
"YOR004W",689.657248995687,0.601678362493826,0.189038459935086,0.0418692406891362
"YOR005C",654.045216660658,0.183399942062463,0.146826291132538,0.33395637598644
"YOR006C",977.545476672631,0.254557016394567,0.121886153933848,0.321641427288585
"YOR007C",9185.70805496102,-1.24679352019076,0.0448792433075729,0
"YOR008C",2253.96375528646,0.0151586000132201,0.0660419807837242,0.521911215614842
"YOR008C-A",30.2203377570206,1.52167177777232,0.228805433748446,2.25201072942829e-07
"YOR008W-B",47.6653608395336,1.1949430938206,0.179332982840854,3.03625242645329e-06
"YOR009W",340.459957782688,-0.590912097371837,0.0866816597078452,0.0169518312150921
"YOR010C",151.305938965104,-1.00984880552828,0.174995624656375,0.000118488753420846
"YOR011W",300.926087956656,-0.20905115873392,0.0905646308670279,0.410705611116715
"YOR011W-A",2.8248372904117,0.139778371187113,0.471634133510586,0.183447446415305
"YOR012W",45.545086600718,-0.151778873574626,0.160553467390761,0.335072150331635
"YOR013W",62.4273216612792,-0.111334818624775,0.14190247371685,0.379091981892059
"YOR014W",2008.7354286221,-0.0599363767351434,0.0712933867855144,0.50836397920574
"YOR015W",315.013029367001,0.0743603075978924,0.085751053386486,0.479090117172782
"YOR016C",515.654708437544,-0.328404082802894,0.06764084334583,0.365740071761218
"YOR017W",636.535960984911,-0.547447402776111,0.0711647793269019,0.0340907149099083
"YOR018W",723.527205492722,-0.636314983473794,0.0686125830729404,0.00224330311103968
"YOR019W",502.360764293059,-0.0966318651162224,0.200459927146109,0.321210408448564
"YOR020C",4270.83502496243,-1.36861326849168,0.156380657185801,6.14899418101956e-10
"YOR020W-A",785.411412972922,-0.302803422139595,0.073214613879206,0.376612101367772
"YOR021C",1688.46526020866,-0.562691187829737,0.137054364836285,0.0477824238438604
"YOR022C",401.847098287122,0.718434509535183,0.0924246441356627,0.000722314914913481
"YOR023C",1937.42526490829,-0.443775764301334,0.0972605194098506,0.15541330565223
"YOR024W",24.9811727604465,-0.754665039339202,0.237497349063417,0.0163449638652249
"YOR025W",772.286561115346,1.31618527870806,0.112650869663981,7.43354597500486e-15
"YOR026W",562.805886378465,0.403604190356525,0.0640889933420861,0.274643688744098
"YOR027W",23150.4447183363,-2.08240119831835,0.108664862575889,0
"YOR028C",310.226480843378,-1.17452948950532,0.0962283647530903,4.97520568839567e-14
"YOR029W",20.7874228863583,-0.0348477454256166,0.222123835013286,0.329889017041829
"YOR030W",596.478721334467,-0.422569809594128,0.0785822227109961,0.216093696291398
"YOR032C",630.369284163242,-0.856954033184344,0.299162970138692,0.0130275621221777
"YOR032W-A",30.0248460444897,2.1200273715653,0.344204886631676,6.30697379879962e-08
"YOR033C",712.480066564173,0.356772008030876,0.118433694947002,0.244229128940128
"YOR034C",440.062785254471,1.17867879560837,0.100085968568634,1.67896072603643e-13
"YOR034C-A",30.5383144049462,1.33941754714757,0.245156223069294,1.54045138701922e-05
"YOR035C",974.897342624121,-0.0220991534128193,0.0835148210639173,0.499489968869785
"YOR036W",2795.06672695749,-0.722494308873793,0.0903690274978441,0.000542634505096391
"YOR037W",511.944958899381,-0.902217976713879,0.0618958511013477,1.95460250375044e-12
"YOR038C",622.410049986079,0.061249980948833,0.0937734372495177,0.470655420233324
"YOR039W",873.72532088745,-0.127093860257713,0.054782472498617,0.516628055507256
"YOR040W",386.54443686611,1.51787485053075,0.106267257993844,7.57507934261186e-24
"snR9",127.865611784674,1.02331716279309,0.316203927771574,0.00483876258871459
"YOR041C",6.89251611442785,0.252815610885309,0.3987184794967,0.162002273127563
"YOR042W",3872.56331477786,-0.453080133459178,0.0824573612278916,0.154129828647215
"snR62",20.4105652925844,0.414497504576673,0.232629235320353,0.129773365610105
"YOR043W",1334.81540233818,0.902900541476832,0.0487279940132587,1.35981422140904e-18
"YOR044W",162.722975361515,1.31599205489004,0.116347649385249,4.74255815323149e-14
"YOR045W",871.920823724243,-0.104005602843266,0.154979705294974,0.36804402943451
"YOR046C",2045.45189996377,-0.608812973815317,0.100551989835236,0.0159138644388724
"YOR047C",1047.95708405993,-0.311720346573133,0.0739751445957147,0.366381610728704
"YOR048C",3407.02107285832,-0.343380471233532,0.0531986942591469,0.39240680172664
"YOR049C",498.163343827116,-0.149777145202265,0.0926974762316174,0.439108288714274
"YOR050C",246.188530553207,0.44360687311047,0.0812019827015141,0.17296995024256
"YOR051C",3285.10979306874,-0.441295331732503,0.12489692750894,0.141899237753105
"YOR052C",3258.48118260597,-1.67761317191288,0.0751968413716953,0
"YOR053W",1.48281458417716,-0.39920198303991,0.639819982052764,0.104237145837396
"YOR054C",748.132763728627,-0.370660456581097,0.121021387172181,0.228211967539139
"YOR055W",29.1657481408861,-0.373954334674688,0.194271488681587,0.166503328917491
"YOR056C",2672.58487346883,-0.0567356654925942,0.133753118116009,0.416786636140495
"YOR057W",924.760607253076,-0.736986393927499,0.106260183638095,0.00111080416410631
"YOR058C",913.965047478052,-0.142278847695887,0.0764347489279969,0.470745628676744
"tK(UUU)O",10.5487629718898,2.05537222585051,0.403823217731883,3.50398264980632e-06
"YOR059C",818.610526924277,-0.636557939708324,0.140333322808867,0.0194172790624489
"YOR060C",203.473165120751,0.385603209131724,0.0834522174200883,0.260771738459329
"YOR061W",2175.72623032554,0.00171207492160541,0.0696263608945561,0.520212460471809
"YOR062C",539.952856575716,0.486190502332357,0.0898021967005398,0.103659485011463
"YOR063W",31279.8485618795,1.92378220681294,0.142248304459623,8.42064936521921e-26
"YOR064C",393.912166640873,1.08430341362496,0.0852231962358851,1.18528963086432e-13
"YOR065W",5791.27398112493,0.128814063658587,0.11397305866415,0.412931247286505
"YOR066W",1266.10932640677,-0.288269496795603,0.0545651503417127,0.443529791247269
"YOR067C",558.38187886185,1.05932699778481,0.0657653743862932,2.04902816517704e-19
"YOR069W",1123.46701936789,-0.47142057121323,0.0561732351753607,0.147260466692648
"YOR070C",619.116565408462,-0.677835906572974,0.0779030286908876,0.000943271518659025
"YOR071C",518.398994229256,0.14981787196535,0.0991205497857136,0.427425787412429
"YOR072W",25.9292547146686,1.51657599088979,0.286823169034612,9.73219196389551e-06
"YOR072W-A",9.95534969535025,1.80284449782558,0.381801456428808,1.63664942656718e-05
"YOR073W",320.640133350512,0.914181554894086,0.126115451010461,3.05043945134125e-05
"YOR074C",1271.44778054555,-0.653810051120278,0.121944992837987,0.0115852147925557
"YOR075W",376.266101398896,-0.485186551206243,0.0637081705658371,0.114714204767839
"YOR076C",545.711441531731,-0.730129652933485,0.0946350713096896,0.000595894794621934
"YOR077W",285.941071483948,1.38030104441948,0.112864320845793,1.01066994709492e-16
"YOR078W",1532.17842509112,0.534287977291621,0.13291722887795,0.063441218641087
"YOR079C",365.087189782536,0.673384240497741,0.0714798206753233,0.000604531123924037
"YOR080W",796.011603021563,-0.0399092537885248,0.0823599818147777,0.496079061690068
"YOR081C",1119.7829256074,-0.656030474521001,0.0481789306330624,3.61158811382859e-05
"YOR082C",8.15037527295243,-0.111840623257231,0.316823577444222,0.247227199515084
"YOR083W",488.484098587821,0.240812251931358,0.108167001567527,0.352920359101107
"YOR084W",587.44850225439,0.458083887928106,0.119354168865602,0.127473257074988
"YOR085W",1996.31971525714,-0.468288354564458,0.0561324863958816,0.153488622633518
"YOR086C",3588.81178105086,0.66471443124432,0.0531533738266104,5.53884280764257e-05
"YOR087W",872.837538115865,-0.137558127814761,0.0504104218181911,0.520434721530886
"YOR089C",2961.31351748985,-0.203526499799622,0.0598915745740404,0.478565359427729
"YOR090C",1527.17501400565,0.0299531149405984,0.0599355030840891,0.525562978404219
"YOR091W",3213.82625266902,0.105605648131916,0.123426268153094,0.409698658020386
"YOR092W",660.693543775577,1.51746961635039,0.0592744066895277,1.68165005350013e-68
"YOR093C",815.431515376604,-0.24777105138146,0.0662547118583466,0.440018378353218
"YOR094W",642.815050569424,-0.233044821850663,0.0579670381668441,0.467204566068065
"YOR095C",543.245033800182,0.400246424286479,0.167517718987027,0.157821232387809
"YOR096W",4961.12935757267,0.744453068501201,0.205702956856891,0.013165545379068
"YOR097C",404.031280145843,-0.0475528761665047,0.104622933010174,0.458849241891476
"YOR098C",3093.21458679253,0.415647363062936,0.0547490732014176,0.277275395210171
"YOR099W",3012.14478069576,0.594356891097586,0.0471832958130761,0.00216358624509138
"YOR100C",95.5947771300501,0.323944869269175,0.176974351558975,0.218011128291602
"YOR101W",1000.71091306245,-0.339740515514377,0.141368906484086,0.23536388164817
"YOR102W",2.25912723891524,1.42283350478819,0.949744157599553,0.0195403060567626
"YOR103C",64.6502566158283,0.421173719733315,0.141892502325423,0.151725545452846
"YOR104W",655.61206868785,0.975268992864556,0.0770654688008861,1.77644177005643e-11
"YOR105W",10.3677421092573,1.01563542911006,0.393927102923256,0.0107432540854894
"YOR106W",587.77018424743,0.0910032082190713,0.0593826819813862,0.517828793143
"YOR107W",785.577667307681,1.11043655153105,0.0604226883521956,2.38892784760758e-26
"YOR108W",1536.58226933284,0.0472053670989684,0.184426488274839,0.357683418550306
"YOR109W",1640.95847173395,1.16792340203447,0.0632644838627686,2.23301246452782e-28
"YOR110W",696.519194936537,-0.295143875913094,0.0534194339975091,0.44152866631789
"YOR111W",318.319155580775,-0.68848594329242,0.0998844148078297,0.00291179587093148
"YOR112W",736.167163178476,-0.377708160506876,0.062408952689172,0.316733144687704
"YOR113W",1108.85052876967,-0.543549621892013,0.053413684322373,0.0268785376604837
"YOR114W",244.074527316789,0.212844342545706,0.174265552193106,0.289083481857467
"YOR115C",556.547073221399,-0.068903622588631,0.0739459939761232,0.501338352078296
"YOR116C",1853.44603972749,0.219726728568742,0.111121250976157,0.363937210140817
"YOR117W",7047.46525231462,-1.3058454922013,0.0826962155774437,0
"YOR118W",892.313670104817,-0.0463294772894046,0.0487024283411686,0.529373428797396
"YOR119C",1183.54488096737,-0.145713601122206,0.120400435401302,0.392288215924016
"YOR120W",1104.40829302744,0.336065182452597,0.1435527310896,0.236950643149922
"YOR121C",24.0617789044685,2.75135560668548,0.300787119371638,1.39578909490125e-15
"YOR122C",3351.15348436793,0.390682761274414,0.057220583033996,0.312654242071886
"YOR123C",3714.7035312095,-0.207118646506344,0.0690634536535391,0.455528773408412
"YOR124C",2710.0933032203,-0.53004450902282,0.0592915265392876,0.0441798894090425
"YOR125C",533.540099240341,-0.725606003139228,0.0697606967402044,3.65495927376896e-05
"YOR126C",323.986412372858,-0.309611077319242,0.0771384035524087,0.358995396919772
"YOR127W",3097.45772539585,-0.358927065511443,0.0575386978326997,0.357420419609473
"YOR128C",1155.40443558646,0.913560254618312,0.149429202806641,0.000210812912311382
"YOR129C",311.456671996087,0.551541285553145,0.0761299834649009,0.033329976487035
"YOR130C",585.877307639763,0.845520443464218,0.121566934748184,0.000155147150240744
"tD(GUC)O",13.3372175015415,4.81328340984561,0.662025159483736,1.56028884863105e-12
"YOR131C",1032.30916172887,-0.354085356839963,0.0471541788875863,0.403242312120579
"YOR132W",1152.196084142,0.295528544742013,0.0784850498279199,0.370712778740862
"YOR133W",4658.92413495022,0.369164110560329,0.159858946823789,0.190706381804335
"YOR134W",314.924096641796,1.2477370967181,0.147514757554698,9.10001453459249e-09
"YOR135C",6.51266680985391,0.6437582607509,0.408195091031277,0.0550671963116133
"YOR136W",2776.2666667288,0.0152790909294978,0.119460899759525,0.451490076651528
"YOR137C",389.903326684271,0.649112180022261,0.0675967798841297,0.00120205738317635
"YOR138C",1265.88073034514,0.407933434400248,0.0965900955974859,0.211935073454219
"YOR139C",8.02482482239246,-0.538418221106412,0.365516010874101,0.0776507019469931
"YOR140W",1064.86384771844,-0.618143611604736,0.0520609404093269,0.000998970516752053
"YOR141C",1760.94814839706,-0.684924500340767,0.0650316306569369,0.000152280152195225
"YOR142W",2463.26507348121,0.896075866786984,0.106874180686052,5.6029538093168e-06
"tG(CCC)O",4.3543764832764,3.24444197954607,0.805445090346088,1.6613017494363e-05
"YOR142W-B",29.895966503362,-0.646411614961792,0.188513330521138,0.028878124740665
"YOR143C",350.561486158224,-0.000460154335717082,0.108841254274793,0.46683869940357
"YOR144C",304.888501101302,0.534084929363876,0.0902841601829179,0.0524336875692889
"YOR145C",1115.23141921449,0.109559976458474,0.124324581896203,0.406770693344847
"YOR147W",788.898474090411,-0.0681195679007399,0.0865410216430824,0.480397402337609
"YOR148C",394.956870406178,1.06421928050138,0.104735952772346,1.6395930015093e-09
"YOR149C",223.847854642748,0.43802303980451,0.0869363973049591,0.175392276288515
"YOR150W",1098.46323881558,-0.702260152545595,0.084074696749989,0.000640296468330941
"YOR151C",5387.87458088894,0.162296892118215,0.0674615850752421,0.48065807239567
"YOR152C",108.311299885632,-0.70734563702459,0.114753336410606,0.0036206825511157
"YOR153W",8064.63158386812,-0.181991050524977,0.143834866460366,0.339504086996053
"YOR154W",452.332672135858,0.00975549476618108,0.0700847127837214,0.518800008775029
"YOR155C",1147.686192302,-0.163080577557766,0.0854116737895035,0.446406140827542
"YOR156C",423.692161042908,-0.0957945820201814,0.108754453918498,0.43625795946409
"YOR157C",2792.59746042009,-0.45098379972998,0.0916009894797063,0.14996508180685
"YOR158W",1222.32608956483,-0.833832653122714,0.106430929652366,4.95831896184232e-05
"YOR159C",612.315589286975,-0.65953200822833,0.108131442094772,0.00722044419744559
"YOR160W",626.752683086104,-0.115379054855379,0.0696248525526303,0.493944151468652
"YOR161C",1223.17986485657,0.8040711033447,0.130705799891924,0.000797189002893229
"YOR161C-C",29.2802178477874,1.32837980809064,0.244459214137703,1.86601024474338e-05
"YOR162C",510.296426244901,-0.159399561830541,0.0860205007028425,0.446997546116425
"YOR163W",1148.48637710392,-0.00161958580896517,0.0738998231186293,0.515572493625676
"YOR164C",770.820745377066,-0.619559620390678,0.0526368916808945,0.000992713113811483
"YOR165W",1767.97992151066,0.111902160033908,0.0706845953378616,0.493200923258267
"YOR166C",348.833510925846,0.209225290860919,0.0682126013935236,0.45638649187704
"YOR167C",7726.03266317331,-0.583103169774092,0.227682185300227,0.0536370458962314
"YOR168W",3114.94564408246,0.627722677969248,0.0943494458067426,0.00970805323107524
"YOR170W",14.1883155766916,-0.902251541465574,0.309630233865667,0.0109359311423952
"YOR171C",1736.6078944531,-0.920021471651963,0.0429323176529195,0
"YOR172W",812.815059218233,-0.240736022504136,0.0559799348780885,0.468299159881308
"YOR173W",877.515584810326,1.0023557885388,0.109073089458429,1.12889361087926e-07
"YOR174W",818.822945939396,-0.0372576635113929,0.0498513593407837,0.529444735853639
"YOR175C",1587.71915235397,-0.180931547813822,0.0451990954191618,0.519693049278383
"YOR176W",1453.42636902395,0.362382102563637,0.0684180688185383,0.321066618025115
"tV(AAC)O",7.24915838937924,3.08756987574292,0.613676303086779,6.99731169728191e-07
"YOR177C",95.2547472595021,0.161883084201206,0.147472500407655,0.344162700106338
"YOR178C",626.081842503939,0.157304187511519,0.125913892334301,0.378102186700704
"YOR179C",210.160976187148,0.714221143291391,0.0872829114549457,0.000554675775644331
"YOR180C",124.483178554126,0.628860510582063,0.189237693074849,0.0329935819740775
"YOR181W",2391.55746168698,0.285737848860685,0.0982543012721625,0.336462615545516
"YOR182C",2476.80169125757,0.547444856776689,0.231295140888354,0.0680827591083647
"YOR183W",27.4336458753235,0.608400442557996,0.241943348689496,0.0482915200542626
"YOR184W",4158.02866560515,0.166703926484163,0.169828249787722,0.316878234482769
"snR36",19.5848946565308,1.68018209776466,0.395223361710649,8.6528116585284e-05
"YOR185C",1305.74098927521,0.735343738297445,0.168471335346091,0.00869796607538103
"YOR186W",14.5257172507156,2.50247644778064,0.390771362972861,5.87047440697431e-09
"YOR187W",5404.09473968574,-0.185933615975526,0.130918635428612,0.353053510082926
"YOR188W",1328.23835014166,0.320551662005503,0.0767065433854122,0.348230321197653
"YOR189W",736.364759678281,-0.616185444046563,0.0798331871644625,0.00749669989735295
"YOR190W",134.619598376414,-0.182979326374567,0.0951089598631912,0.417442536271829
"YOR191W",2297.2075660699,-0.0265585032886152,0.0561433686952741,0.529516021304956
"YOR192C",146.949070005525,0.705992696831065,0.148763576971051,0.00900528669775617
"YOR192C-C",16.5242006677957,-0.330830989578369,0.27387868054276,0.161359188967036
"YOR192C-B",204.193659890634,-1.07712523192449,0.175499100355938,2.94062170861348e-05
"tM(CAU)O1",0.991039255470135,-0.232944807283288,0.563681421248465,0.142686160747195
"YOR193W",188.759864809987,-0.0461806947926528,0.0958763188086705,0.472364139831369
"YOR194C",3171.44431109105,-0.593749249451793,0.0425034614492791,0.00121649917655594
"YOR195W",2038.03974039899,-0.530016592837361,0.0940448320048926,0.0580568787515861
"YOR196C",1793.12812837595,-0.338237588206219,0.0684978139638192,0.350113276651034
"YOR197W",4043.10339926482,0.734433655973024,0.0557942440531518,7.80118743165518e-07
"YOR198C",8027.09458747922,-0.347240664458781,0.0891675361279001,0.294837598655041
"YOR199W",51.5149326327402,0.239780661895181,0.222703467572939,0.24027576859786
"YOR200W",0.971441104254368,0.940893549419061,1.46985941808056,0.060095595880605
"YOR201C",918.66442098436,1.00086576480682,0.0707709364196282,2.958635368937e-14
"YOR202W",545.003302664019,0.686563355021525,0.170088878582352,0.0152257579704771
"YOR203W",4.13523201837483,1.10324381896461,0.648627381626722,0.0208569834148193
"YOR204W",6436.14914428636,0.445944444768766,0.0659688866759977,0.190868091996984
"YOR205C",631.476068905711,0.233275474691754,0.088281502903568,0.397697094451965
"YOR206W",3682.17165398328,-0.141872291904338,0.171940928232621,0.328760670283346
"YOR207C",2375.48538268588,-0.0299353959244464,0.118973989282855,0.446603416263185
"YOR208W",2466.74601160069,-1.33980084127015,0.0661546002817095,0
"YOR209C",2609.63718427687,0.110285709650269,0.122908331156701,0.408125564354863
"YOR210W",1219.80131402509,-0.702233292541646,0.142414415921783,0.00823041806938209
"YOR211C",1177.18676178559,-0.783296243692158,0.0627494941179627,1.94117098340011e-07
"YOR212W",1874.31442952258,-0.495732545552129,0.0570313899422683,0.0936898660085386
"YOR213C",354.06870008116,-0.026974444416122,0.0626626818032505,0.524036054656554
"YOR214C",15.1055151017445,0.540700617812285,0.292703974133507,0.074362485341586
"YOR215C",1608.14938506188,0.0283887798133508,0.0554791160443804,0.529587285161165
"YOR216C",1476.74180516776,-0.784184579674729,0.0775930487598139,7.05516856508686e-06
"YOR217W",1220.53195765306,0.274759005590244,0.0588644883304423,0.441227258926634
