"","baseMean","log2FoldChange","lfcSE","svalue"
"YDL081C",6954.59017496775,0.256633432558591,0.214651828244671,0.235522612023948
"YDL080C",760.854509742707,0.699783147553291,0.0527597957731604,4.42934537015974e-06
"YDL079C",231.462817937066,-0.185498307238179,0.0998907063775034,0.407561758557219
"YDL078C",3590.87238085696,0.357448771217952,0.0706888548621431,0.321928523220837
"YDL077C",658.372092705491,0.317829986645918,0.0645887391004659,0.384361784257996
"YDL076C",618.58179965499,-0.137320134578338,0.0741034999691079,0.476632168871681
"YDL075W",7895.78761718012,0.681971649391504,0.223944835236066,0.027169919385364
"snR63",30.8106639997267,0.529442000822716,0.306404091207884,0.07867491051379
"YDL074C",1414.00459950823,0.153443779081042,0.0683178193296479,0.482475465410299
"YDL073W",651.540845099309,0.223654278733518,0.0713343284735536,0.44303085162416
"YDL072C",3756.83491474686,-0.686590656564495,0.0680480292628716,0.000239859581964308
"YDL071C",96.6553726851343,1.31585814454864,0.205283752268568,1.99575297255118e-06
"YDL070W",2865.69183540588,0.103769738934691,0.087012415633205,0.465829970850545
"YDL069C",75.6088227258107,0.129556542718346,0.174115657291797,0.331997514265112
"YDL068W",12.8619216954882,-1.2651707449031,0.353620553349352,0.00139817923260004
"YDL067C",1858.37201264428,-0.144063345600662,0.100656808701553,0.427531293625059
"YDL066W",10550.8887187776,1.20930997241671,0.153890077387026,1.06738711911004e-07
"YDL065C",1552.75174805099,-0.494466704555454,0.0524606376108571,0.0975054627532567
"YDL064W",638.070974249456,0.0502324445855599,0.0497412599729056,0.528444466540239
"YDL063C",587.232010338025,-0.760564252938866,0.187136607147642,0.00883361934622249
"YDL062W",3.39848211423567,0.165671091942071,0.465650698134216,0.176522350876989
"YDL061C",3858.16935049045,0.714002027901287,0.202630921498255,0.0167843281183207
"YDL060W",2517.35979217024,0.221036279178135,0.138813351820029,0.32092277370759
"YDL059C",1098.27173677161,1.71159984237111,0.339762010582862,9.28835849455993e-06
"YDL058W",2475.38338358546,0.43329116112852,0.0524712096247896,0.251166819902051
"YDL057W",514.75085935362,-0.337669229717152,0.0926990713000705,0.298296340924724
"YDL056W",1028.87170158841,-0.484583791861441,0.0789831116840203,0.110039757572287
"YDL055C",14552.2090606498,1.13640667104702,0.10553992462141,3.89175040831732e-11
"tK(UUU)D",18.4950867401592,5.27702250168156,0.654920884843861,4.96073920500842e-15
"YDL054C",810.517371346913,0.18801942754908,0.135901083507803,0.344298975025266
"YDL053C",1099.41594522174,0.820105207589271,0.0759829974686331,7.33348961283569e-07
"YDL052C",784.308240210112,0.96914873238243,0.0773187671118775,3.12272884878285e-11
"YDL051W",1567.45728701476,0.135455410424206,0.144615663684442,0.363549615810076
"YDL050C",5.59159700753579,0.578949546587669,0.535760587882563,0.0733623692866242
"YDL049C",279.826566025394,0.389448264373374,0.115685073313826,0.212575038260937
"YDL048C",2086.24657283614,-1.0772658410812,0.0680009962399315,0
"YDL047W",3979.08149201029,0.180442117644223,0.0791443532293665,0.45042242056976
"YDL046W",4063.38463854265,-0.0494968934063334,0.0878892496725417,0.484108847958972
"YDL045W-A",852.336200274337,-0.399537886758935,0.0916045626355251,0.230914493999738
"YDL045C",779.728632047605,-1.07735620577746,0.0788403312624692,4.07150423941834e-15
"YDL044C",395.027172843597,-0.468570184083611,0.0938996712448223,0.12579466561724
"YDL043C",505.382890774373,-0.645785782077405,0.0953668666496151,0.00650889571482703
"YDL042C",488.368774725024,-0.115110767627939,0.0742287373203589,0.485561580685762
"YDL040C",3209.10441329024,-0.170887024176915,0.0718416181487471,0.466563969569481
"YDL039C",930.861753675002,-0.285073191509794,0.237433437731561,0.206004629804257
"YDL037C",414.831709605815,-0.115774130613683,0.260191225748579,0.271541086275816
"YDL036C",524.806954525264,0.0260259261339226,0.101926067185786,0.469298594272609
"YDL035C",1165.2898831542,-0.771245691768221,0.0497557225499742,1.09878830284279e-09
"YDL034W",8.78357596983845,-1.26881887536069,0.38333020975553,0.00210777843488673
"YDL033C",288.181502012229,-0.0212017145101831,0.075420010126764,0.510533531384884
"YDL032W",0.975176394775912,0.340080118321499,0.670650072555,0.115156428569895
"YDL031W",4148.91290438658,-0.244295467894081,0.163973525961803,0.279438680979231
"YDL030W",416.090966765265,0.0995085628540199,0.0843254090302054,0.472811971109424
"YDL029W",4984.43613360764,-0.173834589001323,0.031263756019055,0.528516055356614
"YDL028C",779.471699508606,-0.946463726245261,0.0619894799113862,1.08358199096635e-14
"YDL027C",411.324967572996,-0.450303949643863,0.0677591604430954,0.179902264533189
"YDL026W",5.83780230103875,-1.33253057674402,0.486233374603584,0.00446219668758932
"YDL025C",1006.69198108618,0.575913449744604,0.0926543362067678,0.0266609128754908
"YDL024C",118.231239120449,0.473701723497517,0.180872245014029,0.102651377809834
"YDL022C-A",3.01495477552908,2.9614500798867,0.946166613813092,0.000352726345349463
"tA(AGC)D",1.744131132832,3.22508926499804,1.5553910923131,0.0041407169798154
"YDL023C",4.14162356579182,2.77804073345464,0.773470534206719,0.00010153971405765
"YDL022W",4998.76575128061,0.723946864838612,0.130643825325861,0.00444258552884461
"YDL021W",186.812031874539,0.361053280367163,0.151565522394186,0.206645419206567
"YDL020C",2355.07457187425,-0.644637917961886,0.0893196656936407,0.00533861297726333
"YDL019C",2718.02025871546,0.332103913845858,0.0940480343754964,0.302775920715718
"YDL018C",278.854120762624,0.851167505403639,0.144072079895836,0.000591632956544321
"YDL017W",463.460960009027,-0.689705790681618,0.0833781681187919,0.000967840648212606
"YDL016C",70.9074131071097,0.145029813203342,0.145922159087553,0.355970661966119
"YDL015C",1849.84074774034,-0.117769444760742,0.0681280176456068,0.496895392368307
"YDL014W",8534.1253837815,0.583853234141197,0.142908731486808,0.038596582480567
"YDL013W",1376.2079003868,0.240978434636418,0.057140418963124,0.464725178189688
"YDL012C",1072.11680137797,-0.412683584239439,0.0869028430321032,0.219287807841278
"YDL011C",1.49870461008655,0.374296918116731,0.606276320470852,0.112079372419243
"YDL010W",326.342910727646,0.405328621053277,0.137779236661427,0.171031298771653
"YDL009C",99.9555325368418,0.9334278086107,0.117262576549052,5.9434787359586e-06
"YDL008W",447.257150358252,-1.02374110739774,0.0691699308540452,5.04170470848082e-16
"tT(AGU)D",1.95135320450853,1.14912619435445,0.911166313189908,0.0319272942662114
"YDL007C-A",1.69869085537864,1.04230675814152,1.45803347350125,0.0527606784786909
"tS(AGA)D1",1.24590333057047,0.860154262299991,0.981457559288504,0.0530894979938792
"YDL007W",7174.72596097846,-0.847795611935132,0.083848373426983,9.95939991215357e-07
"YDL006W",457.690981991479,-0.375085445425136,0.0697215549591569,0.303370113225372
"YDL005C",1733.90875272094,-0.167879833194173,0.0553699869046843,0.50475765534532
"YDL004W",2879.31444677186,-0.145631563117561,0.138905449077196,0.366894024867627
"YDL003W",3061.16522112248,-1.14807279251141,0.15581817340826,9.08808383711345e-07
"YDL002C",658.376486005847,0.188783640539444,0.0698404823423468,0.462780757542443
"YDL001W",515.461859273554,0.915125156097179,0.0750918100670879,7.1369514932919e-10
"YDR001C",6212.85705640101,-0.088340554860569,0.0960145842038631,0.457336350514358
"YDR002W",6088.43687189329,-0.175324229105124,0.133238836635339,0.356498513561538
"YDR003W",861.765972112445,0.264859404892977,0.133174763203802,0.299943568087977
"YDR003W-A",173.430174344551,0.0811936354542366,0.117175429804259,0.429423829529441
"YDR004W",803.807600444673,0.796909511979108,0.136406172056289,0.00133540481276917
"YDR005C",528.784942117465,-0.615803675102747,0.073565035120762,0.00589937066713642
"YDR006C",2143.30199075705,-0.160730864173878,0.0565829252596973,0.504678669325598
"YDR007W",147.625706438813,0.777561674435447,0.131319069225861,0.00164649357248394
"YDR008C",1.52184172096696,0.469110727416503,0.785672355161853,0.090477603937546
"YDR009W",84.1415716313504,0.769090891512215,0.137228211711384,0.00232750909318594
"YDR010C",21.5367603072559,2.79120778706467,0.313041058271187,4.33904790823841e-15
"YDR011W",4244.90499481624,-0.424790496114098,0.0984773038148641,0.183286107082696
"YDR012W",7601.95581766229,1.51696737389027,0.103791677557472,9.42305756028858e-25
"YDR013W",210.636554348491,0.139132578421649,0.102044255228785,0.427636760982633
"YDR014W",303.159219902254,-0.0800001787275557,0.0855243599418208,0.477160822768151
"YDR014W-A",18.6116545252975,0.216332092214593,0.248067819514489,0.237109089093206
"YDR016C",179.33140533042,-0.426743394324838,0.0918723203157372,0.188445806922345
"YDR017C",1354.15795176134,0.266351649497344,0.0583784625019283,0.449057567331992
"YDR018C",85.1883947692597,1.32444781450119,0.166380583843287,1.93380915319396e-08
"YDR019C",2108.34224830596,0.184851398844237,0.301809659653961,0.224712232309669
"YDR020C",229.084780625429,0.8695338848912,0.119045427724415,5.33679919941675e-05
"YDR021W",723.221363367267,-1.30484955039152,0.147334932840511,1.06687936926397e-09
"YDR022C",238.789186315876,-0.860807583224027,0.0768534423301216,6.58322484686722e-08
"tV(UAC)D",4.11271824959071,2.31318312842852,0.738903653751357,0.000558707646589567
"YDR023W",5701.44691508651,-0.0222341818928138,0.129344756572238,0.435232980318909
"YDR024W",18.4014645889137,2.69618564780436,0.410820984672876,1.99153138332255e-09
"YDR025W",4843.96556859335,1.01694516908053,0.17334043403408,8.93899861495633e-05
"YDR026C",1305.36879800904,0.806354302949874,0.0637881908402834,4.38081862094121e-08
"YDR027C",1097.22321588179,-0.417231402247745,0.0684361143695091,0.24438722976896
"YDR028C",4235.60922016871,-0.220383219526464,0.0462893901844748,0.505860820470641
"YDR029W",207.72384371516,-0.249085064175508,0.0989491043478632,0.365483105895104
"YDR030C",300.763581307974,-0.245733012530103,0.0784731349256025,0.412265287299046
"YDR031W",280.995923709414,-0.499528822051024,0.080183012436262,0.08814827529584
"YDR032C",4591.43311231025,0.0848135465236799,0.133975226786812,0.404042631488919
"YDR033W",6130.75897129577,1.17313284991228,0.513171365516366,0.0106280512045422
"YDR034C",993.029953271757,1.09708076766903,0.125191148427942,5.00615222010966e-08
"YDR034C-D",246.665578736125,-0.557497080660373,0.249639973595973,0.0656874700480424
"tL(UAA)D",1.15038761129825,0.317292125079092,0.607799454313154,0.122162449172525
"YDR034C-A",1.52867852155036,0.057667189783603,0.498644699837356,0.202156887612677
"YDR034W-B",384.954604326915,0.928772062870001,0.0791459487316033,1.34254931289076e-09
"YDR035W",7318.0793802695,0.208851661003011,0.16308837322769,0.302924494003412
"YDR036C",947.689914865955,-0.97921408599781,0.0689981015283123,7.19880439511999e-14
"YDR037W",12312.2588313895,-0.108479840402644,0.150924556206316,0.369952270530429
"YDR038C",185.187637959645,0.893000653028841,0.102046035781237,3.55158298343779e-06
"YDR039C",80.7762613062637,1.08328989734319,0.172978938366818,2.05483353852889e-05
"YDR040C",274.815758563334,0.893949492421847,0.11417730522071,1.36095233186806e-05
"YDR041W",954.949480640119,-0.274730305458894,0.0429606581960484,0.487344876306689
"YDR042C",26.9781206404847,0.0822223932039242,0.220535104434615,0.31148302647899
"snR47",21.3747999318016,0.370224616847301,0.32732594175213,0.133159057896883
"YDR043C",741.667920124926,0.254017214908713,0.159940092265383,0.276965934280992
"YDR044W",1281.51112371469,-1.85774835540443,0.0759046734444485,0
"YDR045C",364.976938927056,-0.365414967235097,0.110985167730483,0.244861276549023
"YDR046C",2887.35903974566,1.16572136861464,0.124789292881523,2.16391425941403e-09
"YDR047W",2074.84857206289,-0.386147771153632,0.0839747089457083,0.259200788475059
"YDR048C",1.81860981247997,-0.342239083542892,0.584997507368378,0.118563846468131
"YDR049W",1239.82041927458,-0.0110921658537984,0.0418567285181756,0.528587622439893
"YDR050C",40580.3567590841,-0.331294465934705,0.0954552346315745,0.300391900147005
"YDR051C",860.444914355997,-0.565370043739949,0.0499732972933625,0.010781691004417
"YDR052C",1348.44833730609,0.510993822136126,0.0844498049454001,0.0752419466165545
"YDR053W",28.5594163721456,0.971886528352184,0.219377660830773,0.00147000822055156
"YDR054C",3287.55151174097,-0.400546841216001,0.0312144753445751,0.40925003803929
"YDR055W",8298.27771523349,0.232090473451614,0.128655405913651,0.328619413351479
"YDR056C",1424.40866114074,-0.820230912957112,0.0637969412010505,1.17880421920376e-08
"YDR057W",601.340407055107,-0.0777451559521453,0.0550532544746513,0.524764385100844
"YDR058C",233.604433661766,0.432165500552503,0.0757921211808799,0.203762281175872
"tD(GUC)D",3.6872270846678,4.67464591237351,1.30600527349677,4.20095253661247e-05
"YDR059C",597.48006234225,0.255473063351225,0.115629862762218,0.331155335191063
"YDR060W",4295.75480627368,-0.259731093589097,0.208608969749548,0.237901732672061
"YDR061W",1103.93514814532,0.0444941864285304,0.044141955069244,0.528659167799972
"YDR062W",3323.15110475503,0.466034306662641,0.0785368811917956,0.13798000085109
"YDR063W",487.187616412364,-0.541647520058085,0.0717115216062798,0.0389635886645082
"YDR064W",6419.70209334985,1.10344678829648,0.18921532896607,4.30107846236143e-05
"YDR065W",178.329850515449,0.875679213710666,0.0914726028248369,1.22201470046346e-06
"YDR066C",103.409217559085,0.231553744919686,0.118684490483161,0.342250331259752
"YDR067C",319.224051768837,-0.0978968530199334,0.0802023690234649,0.481005225910725
"YDR068W",1387.58319831925,0.060193333425965,0.0443089213146369,0.52873069144674
"YDR069C",517.725893241397,-0.319909944787197,0.0791285125732435,0.342934381452811
"YDR070C",186.931136444533,-0.0435216920297059,0.173041317753625,0.373235713085252
"YDR071C",2266.6346869886,-1.03969073742391,0.0686256448614308,5.91615850521268e-17
"YDR072C",2016.30157695099,1.84458778647587,0.0671869679719929,1.18771245246446e-91
"YDR073W",577.678545718721,-0.0244514649808166,0.0848528093802273,0.496569177683681
"YDR074W",3348.45313625679,0.111310279825309,0.067737128190619,0.499892956008342
"YDR075W",338.76597249638,0.639386553553115,0.103668682151605,0.00999696505095317
"YDR076W",205.018757243236,0.57574767006071,0.0944153269906334,0.0277566341754272
"YDR077W",113675.454750967,1.27006260489323,0.10994200096333,5.21644078940145e-14
