"","CK45_1","CK45_2","AC45_1","AC45_2","CK120_1","CK120_2","AC120_1","AC120_2","CK200_1","CK200_2","AC200_1","AC200_2"
"YOR293W",4542.18008010766,4603.7013381326,5095.73851091473,5172.78448529826,8149.03906010352,7810.22115723696,3742.29495513228,4268.08824594801,11768.9471200715,10528.6356148794,4164.04884023338,3521.61688031293
"YOR293C-A",2.89188035660505,2.69484956378494,1.1341505699788,0,3.23460137342029,2.43612637468402,0,2.11082504745203,4.58470865604656,5.06379165779115,2.03322697277021,0
"YOR294W",919.617953400405,947.68876326437,2094.77610275083,2216.07714744403,1388.72218965511,1496.99965724333,1791.54239274745,1734.04277648185,1855.89006396765,1787.51845520027,1895.98415210822,1770.57401597644
"YOR295W",261.233192213323,264.993540438852,235.903318555589,216.25936486075,304.052529101507,314.260302334238,249.086878303636,270.18560607386,264.996160319491,279.521299510071,227.721420950263,240.383404799517
"YOR296W",382.692167190735,399.736018628099,540.989821879885,535.997673122611,377.370160232367,347.148008392473,540.97218930549,542.482037195173,379.613876720655,339.274041072007,468.658817223533,478.513215179039
"YOR297C",252.557551143507,262.298690875067,170.122585496819,193.005669714433,333.16394146229,326.440934207658,220.839912722811,194.195904365587,303.507713030282,325.095424430192,215.522059113642,213.340271759571
"YOR298W",357.629204100157,306.314567083555,64.6465824887913,69.7610854389516,250.142506211169,243.612637468402,65.0536177012931,81.2667643269033,130.205725831722,149.888233070618,73.1961710197275,72.8662195798536
"YOR298C-A",9132.55816615874,9102.30354327759,13698.2705842039,14334.7403729472,12317.3620299845,14608.2318057927,13516.6010147516,13705.5870331061,7837.10097664599,8638.8285681917,14220.3894475548,13869.3712587921
"YOR299W",1606.92151815354,1694.1620924328,1315.6146611754,1320.80988431082,2242.65695223807,2138.91895697257,1307.06413460361,1310.82235446771,1785.28555066453,1811.82465515767,1338.87996156918,1409.99890877717
"YOR300W",19.279202377367,12.5759646309964,1.1341505699788,2.32536951463172,11.8602050358744,10.9625686860781,0.855968653964383,3.16623757117805,9.16941731209312,9.11482498402406,1.0166134863851,0.751198139998491
"YOR301W",874.311827813593,983.620090781502,401.489301772493,375.547176613023,1013.50843033836,1039.00789880273,410.864953902904,414.777121824325,1230.5358032829,1091.75348141977,457.476068873297,466.494044939063
"YOR302W",540.781626685144,645.865612120457,215.488608295971,215.096680103434,506.754215169179,589.542582673532,172.049699446841,175.198478938519,252.158976082561,311.929566119935,172.824292685468,163.761194519671
"YOR303W",6054.6335066121,6475.72350177521,2365.83808897577,2223.05325598792,6777.56807777331,7510.57761315083,2694.58932267988,2541.43335713225,3773.21522392632,3813.03511831673,2389.04169300499,2598.39436625478
"YOR304W",2124.56810198584,2024.73030559042,1816.90921310603,1845.18070986027,2062.59747578434,2008.58619592697,1866.86763429632,1768.8713897648,2255.67665877491,2308.0762376212,1861.41929357113,1834.42585787632
"YOR304C-A",325.818520177502,340.449328224831,423.03816260209,480.18880477145,279.253918571952,274.064217151952,447.671606023372,474.935635676708,260.411451663444,321.044391103959,520.506105029173,516.073122178963
